chr	start	end	ID	ADJ.P-value	PER	AMP	ZT1	ZT4	ZT7	ZT10	ZT13	ZT16	ZT19	ZT22	max	min	fold change	ADJ.phase
chr11	70526720	70527220	intragenic_bi_1712	0.011607466	24	3.563818177	11.51	10.17	2.99	2.76	4.13	4.2	8.03	6.72	11.51	2.76	4.170289855	1
chr11	70650451	70650951	intergenic_si_3495	0.011607466	24	1.986970055	6.51	2.74	1.2	1.45	2.87	1.58	4.77	4.26	6.51	1.2	5.425	1
chr11	70656464	70656964	intergenic_bi_1727	0.011607466	24	2.814284989	18.02	14.09	9.78	13.08	9.69	14.72	17.06	15.08	18.02	9.69	1.859649123	1
chr11	72242914	72243414	intergenic_si_3500	0.000244031	24	1.187939392	5.51	3.13	2.4	2.47	2.87	3.42	4.27	5.41	5.51	2.4	2.295833333	1
chr11	74451878	74452378	intragenic_bi_1740	0.011607466	24	7.14177849	28.03	26.22	11.98	16.42	11.13	19.45	22.08	16.56	28.03	11.13	2.518418688	1
chr11	74640126	74640626	intergenic_bi_1746	0.011607466	24	3.054701295	30.03	21.13	24.75	22.96	17.95	20.76	28.11	25.08	30.03	17.95	1.672980501	1
chr11	75241715	75242215	intergenic_bi_1760	0.002024057	24	8.393357493	118.14	91.96	88.83	49.84	89.41	81.47	95.86	97.38	118.14	49.84	2.370385233	1
chr11	75242958	75243458	intragenic_si_1535	0.011607466	24	6.243752878	20.52	18.78	14.37	4.65	6.82	13.4	17.82	11.8	20.52	4.65	4.412903226	1
chr11	78796496	78796996	intragenic_bi_1822	0.000244031	24	50.68541408	113.63	61.83	16.37	12.21	33.57	78.84	75.28	105.25	113.63	12.21	9.306306306	1
chr11	79038375	79038875	intergenic_bi_1792	0.000244031	24	23.58201115	77.09	50.48	17.97	21.36	19.03	32.59	41.15	75.42	77.09	17.97	4.289927657	1
chr11	83084733	83085233	intergenic_bi_1825	0.000244031	24	49.72374885	248.28	210.14	191.04	102.16	79.71	150.32	208.28	157.06	248.28	79.71	3.114791118	1
chr11	83694801	83695301	intragenic_bi_1853	0.000244031	24	3.634528855	13.52	2.35	1.4	0.73	3.59	3.68	9.28	10	13.52	0.73	18.52054795	1
chr11	83696023	83696523	intragenic_si_1590	0.011607466	24	2.071822869	6.51	2.35	3.99	1.02	3.23	1.84	4.77	6.39	6.51	1.02	6.382352941	1
chr11	84255960	84256460	intragenic_bi_1859	0.002024057	24	0.912167748	7.01	3.91	2.99	1.74	1.97	2.1	3.26	2.13	7.01	1.74	4.028735632	1
chr11	86389187	86389687	intergenic_si_3703	0.000244031	24	2.927422074	16.02	12.52	13.77	10.17	8.98	2.63	9.79	13.12	16.02	2.63	6.091254753	1
chr11	86412000	86412500	intragenic_si_1610	0.011607466	24	2.474873734	7.01	6.26	2.2	2.76	2.15	5.52	3.51	5.08	7.01	2.15	3.260465116	1
chr11	86775417	86775917	intragenic_bi_1887	0.000244031	24	3.698168466	8.01	2.35	1	0.44	2.15	5.52	7.53	6.23	8.01	0.44	18.20454545	1
chr11	88723962	88724462	intragenic_si_1640	0.000244031	24	3.662813127	33.54	23.48	20.56	23.25	13.29	17.61	21.58	25.74	33.54	13.29	2.523702032	1
chr11	88724174	88724674	intragenic_si_1641	0.000244031	24	3.379970414	40.55	25.44	23.75	25.14	14.72	18.66	25.09	28.53	40.55	14.72	2.754755435	1
chr11	93992140	93992640	intergenic_si_3755	0.002024057	24	2.828427125	26.53	15.26	14.57	17.87	13.29	11.04	11.54	14.26	26.53	11.04	2.40307971	1
chr11	94014058	94014558	intergenic_si_3764	0.000244031	24	2.078893937	21.52	16.83	13.97	11.19	8.44	14.45	15.81	15.25	21.52	8.44	2.549763033	1
chr11	94014861	94015361	intergenic_si_3766	0.002024057	24	7.509474016	28.53	27.39	16.77	15.84	11.49	23.65	22.08	22.95	28.53	11.49	2.483028721	1
chr11	94018247	94018747	intergenic_si_3769	0.011607466	24	3.351686143	28.03	24.65	12.38	19.91	10.59	22.07	22.08	21.48	28.03	10.59	2.646836638	1
chr11	94021625	94022125	intergenic_bi_1889	0.002024057	24	19.9899087	113.63	97.83	99.21	87.19	53.86	69.11	67.75	97.38	113.63	53.86	2.109728927	1
chr11	94022538	94023038	intergenic_bi_1890	0.002024057	24	46.98724561	214.25	191.75	132.55	100.41	102.69	135.34	169.14	146.73	214.25	100.41	2.133751618	1
chr11	94138226	94138726	intergenic_si_3782	0.000244031	24	4.320422433	24.53	21.91	21.76	12.35	9.34	9.2	12.3	10.33	24.53	9.2	2.666304348	1
chr11	94197989	94198489	intragenic_bi_1933	0.011607466	24	8.527707781	39.55	19.96	39.13	18.89	7.9	3.68	9.79	7.54	39.55	3.68	10.74728261	1
chr11	94578010	94578510	intergenic_si_3796	0.011607466	24	0.601040764	7.51	3.13	2.4	2.62	2.51	2.63	7.03	4.59	7.51	2.4	3.129166667	1
chr11	94850960	94851460	intergenic_si_3800	0.011607466	24	1.704127343	10.51	7.44	5.79	7.56	4.85	4.2	7.78	8.2	10.51	4.2	2.502380952	1
chr11	94867827	94868327	intragenic_bi_1938	0.000244031	24	2.093036072	8.01	7.04	3.99	2.18	1.8	2.37	6.02	2.95	8.01	1.8	4.45	1
chr11	97296318	97296818	intergenic_bi_1934	0.011607466	24	24.73459521	155.68	90.79	87.43	79.78	102.33	99.86	140.28	127.06	155.68	79.78	1.951366257	1
chr11	97392654	97393154	intragenic_si_1677	0.000244031	24	12.50164789	45.55	9	1.2	1.16	7.36	11.04	36.89	35.25	45.55	1.16	39.26724138	1
chr11	98644507	98645007	intergenic_bi_1966	1.77E-05	24	18.34942097	97.61	81	71.46	33.42	40.22	64.38	86.32	90.33	97.61	33.42	2.920706164	1
chr11	98804685	98805185	intragenic_si_1702	0.011607466	24	0.636396103	7.01	1.96	1.4	1.89	1.26	2.1	3.51	2.3	7.01	1.26	5.563492063	1
chr11	100928342	100928842	intergenic_si_3939	0.011607466	24	1.817264428	10.51	2.35	2.79	3.49	4.13	4.73	6.02	5.41	10.51	2.35	4.472340426	1
chr11	101529889	101530389	intragenic_si_1737	0.002024057	24	1.272792206	8.01	5.87	2.6	2.03	5.03	4.73	5.27	6.23	8.01	2.03	3.945812808	1
chr11	102237080	102237580	intergenic_bi_2043	0.011607466	24	8.068088373	105.12	75.53	57.89	67.14	54.22	73.58	78.55	73.61	105.12	54.22	1.938767982	1
chr11	106352723	106353223	intergenic_si_4055	0.000244031	24	1.470782105	6.51	5.48	4.99	2.18	0.9	3.94	6.02	5.25	6.51	0.9	7.233333333	1
chr11	106354544	106355044	intergenic_bi_2078	0.002024057	24	21.36876693	88.6	61.44	42.92	44.03	36.09	39.16	84.57	71.64	88.6	36.09	2.454973677	1
chr11	106355757	106356257	intergenic_si_4056	0.002024057	24	2.177888886	9.51	6.26	5.79	2.91	4.49	0.26	2.76	4.26	9.51	0.26	36.57692308	1
chr11	106530920	106531420	intragenic_si_1779	0.002024057	24	0.791959595	5.51	4.3	3.19	2.33	2.51	1.31	3.01	2.95	5.51	1.31	4.20610687	1
chr11	109205329	109205829	intergenic_bi_2093	1.77E-05	24	2.503158005	9.01	5.87	4.19	3.05	2.33	1.58	4.52	6.39	9.01	1.58	5.702531646	1
chr11	109855088	109855588	intragenic_si_1809	0.000244031	24	8.181225458	33.54	19.96	10.78	10.9	7.72	19.45	13.8	23.44	33.54	7.72	4.344559585	1
chr11	109891537	109892037	intragenic_si_1811	5.97E-07	24	4.914392129	11.01	7.44	2.99	1.45	0.72	1.58	8.28	8.53	11.01	0.72	15.29166667	1
chr11	112080403	112080903	intergenic_bi_2110	7.09E-05	24	2.969848481	10.01	0.78	0	0	0.54	3.42	4.27	8.85	10.01	0.01	1001	1
chr11	112962778	112963278	intragenic_bi_2167	0.011607466	24	1.788980156	14.52	14.09	9.38	6.54	5.75	14.45	12.8	13.28	14.52	5.75	2.525217391	1
chr11	115335002	115335502	intragenic_bi_2201	0.011607466	24	1.456639969	8.01	5.87	3.99	6.68	3.59	4.99	5.27	7.05	8.01	3.59	2.231197772	1
chr11	115492229	115492729	intergenic_si_4149	5.97E-07	24	0.989949494	7.01	5.48	3.99	3.63	3.23	3.68	4.27	5.08	7.01	3.23	2.170278638	1
chr11	115693291	115693791	intragenic_bi_2211	1.77E-05	24	8.959042918	22.53	16.44	4.59	3.2	3.77	7.36	12.55	18.03	22.53	3.2	7.040625	1
chr11	117065869	117066369	intragenic_bi_2241	0.011607466	24	12.16223664	57.07	45	21.76	22.81	16.16	50.19	42.91	48.04	57.07	16.16	3.531559406	1
chr11	117066044	117066544	intragenic_bi_2242	0.011607466	24	10.66317026	54.56	43.83	20.56	21.8	15.62	47.57	40.9	45.25	54.56	15.62	3.492957746	1
chr11	118355064	118355564	intragenic_bi_2270	0.002024057	24	1.463711037	11.01	9.78	6.59	7.12	8.26	9.2	9.28	10.33	11.01	6.59	1.670713202	1
chr11	119119859	119120359	intragenic_bi_2278	0.024890262	24	1.117228714	5.51	4.7	4.39	3.05	3.05	3.42	2.26	4.26	5.51	2.26	2.438053097	1
chr12	8647260	8647760	intergenic_si_4370	5.97E-07	24	0.67882251	6.51	4.3	3.39	3.34	1.08	3.42	4.27	5.08	6.51	1.08	6.027777778	1
chr12	8647470	8647970	intergenic_bi_2239	0.000244031	24	3.867874093	35.04	26.61	16.17	16.13	12.39	16.29	21.58	21.48	35.04	12.39	2.828087167	1
chr12	16877354	16877854	intergenic_bi_2259	0.000244031	24	0.685893578	14.02	9.39	7.19	6.25	5.57	5.78	6.02	6.07	14.02	5.57	2.517055655	1
chr12	21141956	21142456	intragenic_si_2032	0.000244031	24	2.884995667	12.01	3.91	1	0.58	0.54	4.73	4.77	5.08	12.01	0.54	22.24074074	1
chr12	21194732	21195232	intragenic_si_2033	0.011607466	23	0.78724555	6.01	1.17	0.6	0.73	0.72	1.31	2.76	1.97	6.01	0.6	10.01666667	1
chr12	21432310	21432810	intergenic_bi_2277	0.000244031	24	10.6985256	57.57	40.7	51.5	22.52	18.13	27.33	33.63	42.46	57.57	18.13	3.17539989	1
chr12	25311205	25311705	intergenic_bi_2280	0.000244031	24	3.06884343	18.52	8.22	5.79	4.94	3.59	4.73	10.04	8.36	18.52	3.59	5.158774373	1
chr12	25795083	25795583	intergenic_bi_2292	0.011607466	24	5.211376977	28.53	12.13	8.98	12.35	12.03	16.03	20.08	25.58	28.53	8.98	3.177060134	1
chr12	25795467	25795967	intergenic_bi_2293	0.000244031	24	6.858935778	28.53	9	6.59	6.39	8.08	16.29	14.81	20.82	28.53	6.39	4.464788732	1
chr12	25905623	25906123	intergenic_si_4468	0.002024057	24	0.671751442	10.01	3.13	2.6	2.18	1.62	2.63	1.76	3.77	10.01	1.62	6.179012346	1
chr12	25919946	25920446	intergenic_bi_2301	0.011607466	24	5.43058008	15.02	11.74	14.37	8.72	5.39	6.31	3.76	10.66	15.02	3.76	3.994680851	1
chr12	29757400	29757900	intergenic_si_4529	0.002024057	24	12.14102343	27.53	19.17	2	0.44	1.08	9.99	17.32	16.39	27.53	0.44	62.56818182	1
chr12	29762790	29763290	intergenic_si_4531	1.77E-05	24	8.266078272	14.02	11.74	1.6	0.44	0.9	6.31	9.79	13.77	14.02	0.44	31.86363636	1
chr12	35726683	35727183	intergenic_si_4578	0.002024057	24	3.549676042	20.02	16.44	17.57	17.15	10.59	8.15	12.55	15.41	20.02	8.15	2.456441718	1
chr12	53704478	53704978	intergenic_bi_2359	0.011607466	24	17.28168973	134.65	117.79	97.41	84.57	83.12	107.48	120.2	106.07	134.65	83.12	1.619947064	1
chr12	53705390	53705890	intergenic_bi_2360	0.000244031	24	15.50685171	105.12	75.92	65.47	54.93	57.27	59.13	81.06	79.68	105.12	54.93	1.913708356	1
chr12	55413976	55414476	intergenic_bi_2362	5.97E-07	24	3.471894296	25.53	14.09	12.78	8.28	2.33	11.04	12.3	15.9	25.53	2.33	10.95708155	1
chr12	56574614	56575114	intergenic_bi_2376	0.002024057	24	3.259762261	57.07	56.74	44.51	53.77	42.73	31.27	53.45	55.09	57.07	31.27	1.825071954	1
chr12	70548867	70549367	intergenic_bi_2402	0.011607466	24	3.026417023	11.51	10.17	5.19	7.12	5.39	7.62	7.28	9.67	11.51	5.19	2.217726397	1
chr12	70602771	70603271	intergenic_si_4743	0.000244031	24	0.827314934	5.01	2.74	2.79	2.33	1.62	0.53	1.51	2.13	5.01	0.53	9.452830189	1
chr12	70638289	70638789	intergenic_bi_2405	1.77E-05	24	6.639732675	34.04	22.7	17.17	14.53	10.05	21.29	26.1	26.56	34.04	10.05	3.387064677	1
chr12	74191867	74192367	intergenic_si_4835	0.024890262	24	1.336431816	12.01	3.91	6.39	4.5	1.44	4.99	8.53	6.39	12.01	1.44	8.340277778	1
chr12	74984512	74985012	intergenic_si_4857	1.77E-05	24	10.73388094	38.54	36.39	14.37	6.98	6.64	11.04	35.63	14.43	38.54	6.64	5.804216867	1
chr12	80742847	80743347	intragenic_bi_2577	1.77E-05	24	1.753624817	13.52	7.44	4.99	3.92	4.31	4.47	6.27	6.56	13.52	3.92	3.448979592	1
chr12	81216119	81216619	intergenic_si_4903	5.97E-07	24	24.9113719	161.69	82.57	66.47	58.71	58.53	79.1	81.31	108.04	161.69	58.53	2.76251495	1
chr12	81217204	81217704	intergenic_si_4904	0.002024057	24	3.139554108	17.52	14.48	9.38	6.68	9.52	11.04	12.3	12.79	17.52	6.68	2.622754491	1
chr12	81217769	81218269	intergenic_si_4905	0.000244031	24	3.478965363	14.02	12.91	7.19	4.07	6.1	8.93	9.28	10	14.02	4.07	3.444717445	1
chr12	81236152	81236652	intergenic_bi_2460	0.000244031	24	16.22810063	62.57	37.57	36.73	18.31	20.11	25.23	48.18	41.97	62.57	18.31	3.417258329	1
chr12	83186819	83187319	intergenic_bi_2479	0.011607466	24	2.602152955	13.52	11.35	11.58	11.48	7.36	7.1	13.3	13.44	13.52	7.1	1.904225352	1
chr12	83187015	83187515	intergenic_si_4943	0.011607466	24	2.206173157	10.01	6.26	7.59	5.52	5.21	4.99	9.79	7.87	10.01	4.99	2.006012024	1
chr12	84015109	84015609	intragenic_bi_2602	0.00074116	24	1.817264428	5.51	1.96	1.6	0.44	0	0	3.01	2.62	5.51	0.01	551	1
chr12	88141686	88142186	intergenic_bi_2510	0.002024057	24	8.49942351	43.05	25.04	19.56	24.41	17.06	17.87	31.87	25.08	43.05	17.06	2.523446659	1
chr12	88229474	88229974	intergenic_bi_2516	0.002024057	24	20.37174637	146.17	101.35	78.85	97.51	80.07	81.2	99.12	110.01	146.17	78.85	1.853772987	1
chr12	88229588	88230088	intergenic_bi_2517	0.011607466	24	16.70893324	172.2	113.87	92.02	112.91	96.05	90.93	118.19	119.68	172.2	90.93	1.893764434	1
chr12	88232536	88233036	intergenic_si_4999	0.011607466	24	3.408254685	20.52	13.3	10.58	10.75	14.36	12.61	17.32	15.57	20.52	10.58	1.939508507	1
chr12	88245270	88245770	intergenic_bi_2525	0.002024057	24	1.803122292	18.52	13.3	7.39	5.23	3.23	7.36	7.78	6.89	18.52	3.23	5.73374613	1
chr12	92906883	92907383	intragenic_si_2220	5.97E-07	24	3.443610024	21.52	6.65	4.59	1.89	1.8	2.1	4.27	7.54	21.52	1.8	11.95555556	1
chr12	92933146	92933646	intragenic_bi_2661	0.011607466	24	6.307392488	26.53	19.96	14.77	9.74	14.54	11.04	20.83	16.39	26.53	9.74	2.723819302	1
chr12	92934627	92935127	intragenic_bi_2662	0.011607466	24	19.83434521	91.1	61.05	44.71	40.25	50.09	42.84	81.81	81.15	91.1	40.25	2.263354037	1
chr12	101765891	101766391	intergenic_si_5050	0.000244031	24	4.228498551	14.02	10.17	3.19	1.45	2.87	5.26	6.78	7.87	14.02	1.45	9.668965517	1
chr12	102324255	102324755	intragenic_si_2245	0.011607466	24	8.654987002	28.53	23.87	5.39	11.63	4.85	22.07	12.55	17.05	28.53	4.85	5.882474227	1
chr12	103693910	103694410	intergenic_si_5074	0.002024057	24	0.417193001	5.51	2.74	2.2	2.03	0.72	3.15	2.26	2.79	5.51	0.72	7.652777778	1
chr12	107716054	107716554	intergenic_bi_2580	0.011607466	24	17.41604002	171.2	109.18	62.48	51.59	24.42	90.14	73.78	64.92	171.2	24.42	7.010647011	1
chr12	107716606	107717106	intergenic_bi_2581	0.000244031	24	29.06208871	114.63	86.87	49.9	42.72	26.93	54.66	83.82	59.84	114.63	26.93	4.256591162	1
chr12	110003882	110004382	intergenic_bi_2587	0.002024057	24	3.054701295	47.05	31.7	29.74	29.79	28.55	24.18	32.87	33.12	47.05	24.18	1.945822994	1
chr12	111260868	111261368	intragenic_bi_2743	0.002024057	24	24.56488958	165.69	136.18	105	59.14	101.44	79.1	126.73	124.6	165.69	59.14	2.801657085	1
chr12	111261485	111261985	intragenic_si_2304	0.000244031	24	43.65677267	183.71	164.75	115.98	81.96	116.34	103.01	150.82	180.83	183.71	81.96	2.241459248	1
chr12	111263277	111263777	intragenic_si_2305	0.002024057	24	4.115361467	13.01	11.74	5.39	1.6	6.46	7.36	10.04	11.48	13.01	1.6	8.13125	1
chr12	112612864	112613364	intragenic_bi_2769	0.011607466	24	3.648670991	17.52	12.52	10.38	10.61	14.9	16.29	16.56	12.79	17.52	10.38	1.687861272	1
chr12	112672577	112673077	intergenic_si_5178	0.002024057	24	1.343502884	6.01	2.35	1	1.45	0.9	1.31	4.02	4.26	6.01	0.9	6.677777778	1
chr12	112752600	112753100	intergenic_si_5181	0.011607466	24	1.534421715	5.51	3.13	0.2	0.73	1.44	3.15	3.01	3.61	5.51	0.2	27.55	1
chr12	113150025	113150525	intergenic_si_5200	0.000244031	24	1.166726189	8.51	5.09	4.59	3.49	3.05	4.2	6.52	4.75	8.51	3.05	2.790163934	1
chr13	3743235	3743735	intergenic_si_5248	0.002024057	24	2.312239174	11.01	5.09	5.79	4.8	2.69	3.94	9.03	7.21	11.01	2.69	4.092936803	1
chr13	8998291	8998791	intergenic_si_5322	0.002024057	24	1.152584053	10.01	8.61	4.59	3.92	2.87	9.46	9.28	9.51	10.01	2.87	3.487804878	1
chr13	9013716	9014216	intergenic_si_5330	0.011607466	23	1.555634919	5.51	2.35	1	2.03	1.44	2.89	4.77	3.61	5.51	1	5.51	1
chr13	9063390	9063890	intergenic_si_5351	0.024890262	21	2.538513344	9.51	3.91	0.8	2.18	3.05	4.47	5.77	3.11	9.51	0.8	11.8875	1
chr13	9075427	9075927	intergenic_bi_2677	0.000244031	24	31.45210963	116.13	95.09	44.32	47.66	43.63	65.44	71.02	76.73	116.13	43.63	2.661700665	1
chr13	9075901	9076401	intergenic_si_5354	0.000244031	24	20.12425899	81.59	64.18	21.56	35.46	17.59	42.57	42.91	48.53	81.59	17.59	4.638430927	1
chr13	14142013	14142513	intragenic_bi_2828	0.002024057	24	5.338656198	22.53	13.3	9.38	3.49	5.75	7.88	17.57	10.49	22.53	3.49	6.455587393	1
chr13	14142143	14142643	intragenic_bi_2829	0.002024057	24	5.338656198	22.03	13.3	9.38	3.63	5.75	7.36	17.32	10.82	22.03	3.63	6.068870523	1
chr13	21500219	21500719	intergenic_bi_2706	0.002024057	24	10.58538851	62.57	49.7	34.73	44.61	31.96	39.68	42.41	56.4	62.57	31.96	1.9577597	1
chr13	23823130	23823630	intergenic_si_5531	0.000244031	24	79.50001541	248.79	151.44	187.44	93	57.45	58.6	196.24	205.43	248.79	57.45	4.330548303	1
chr13	23828236	23828736	intergenic_bi_2735	0.002024057	24	78.54542125	251.79	126.01	144.92	64.08	28.55	37.32	175.16	145.91	251.79	28.55	8.819264448	1
chr13	30326906	30327406	intragenic_si_2422	0.005044451	24	2.305168107	8.51	0.39	0	0	0.54	3.15	6.27	3.11	8.51	0.01	851	1
chr13	34555994	34556494	intergenic_bi_2785	0.000244031	24	5.62149891	37.54	28.96	22.76	24.27	21.01	16.82	26.85	34.59	37.54	16.82	2.231866825	1
chr13	36712606	36713106	intergenic_bi_2801	5.97E-07	24	30.51165761	72.08	45	41.92	17	18.49	18.66	42.66	61.81	72.08	17	4.24	1
chr13	36712763	36713263	intergenic_bi_2802	1.77E-05	24	13.67544515	51.56	35.61	24.35	11.19	17.06	14.98	28.86	36.4	51.56	11.19	4.607685433	1
chr13	37544197	37544697	intergenic_bi_2810	1.77E-05	24	22.38700069	56.56	46.57	29.74	20.49	21.54	26.54	53.2	55.09	56.56	20.49	2.760370913	1
chr13	37729714	37730214	intergenic_bi_2834	0.011607466	24	3.705239533	14.52	8.61	11.18	9.45	4.13	7.88	13.3	13.12	14.52	4.13	3.515738499	1
chr13	37939473	37939973	intragenic_si_2455	1.77E-05	24	4.574980874	16.52	10.17	7.79	6.83	3.05	8.41	13.3	15.74	16.52	3.05	5.416393443	1
chr13	37972422	37972922	intragenic_bi_2928	0.002024057	24	2.064751801	8.51	7.44	2.6	2.91	1.44	3.68	5.52	3.93	8.51	1.44	5.909722222	1
chr13	39540371	39540871	intergenic_si_5711	0.011607466	24	3.9103005	29.03	28.18	13.57	14.24	5.21	12.88	8.28	13.12	29.03	5.21	5.571976967	1
chr13	41330439	41330939	intergenic_bi_2857	5.97E-07	24	8.315575747	27.53	21.13	17.17	9.01	11.85	12.88	19.32	26.89	27.53	9.01	3.055493896	1
chr13	41332711	41333211	intergenic_si_5728	0.002024057	24	14.63711037	65.07	50.87	51.1	19.18	27.29	21.55	47.93	54.43	65.07	19.18	3.392596455	1
chr13	41679024	41679524	intergenic_bi_2863	5.97E-07	24	3.033488091	10.51	8.61	5.39	4.07	4.31	4.99	7.28	8.69	10.51	4.07	2.582309582	1
chr13	46012561	46013061	intragenic_si_2507	0.011607466	24	2.913279938	9.01	4.7	4.99	0.58	1.44	0	2.51	2.46	9.01	0.01	901	1
chr13	46058711	46059211	intragenic_bi_2962	1.77E-05	24	8.838834765	52.56	48.92	36.93	35.02	27.83	25.23	33.38	40.33	52.56	25.23	2.083234245	1
chr13	46831093	46831593	intergenic_bi_2891	0.000244031	24	3.811305551	26.03	23.48	17.77	19.76	15.08	13.67	17.06	20.33	26.03	13.67	1.904169715	1
chr13	47278533	47279033	intragenic_bi_2971	0.002024057	24	3.790092347	15.52	13.3	4.19	4.5	2.15	5.52	9.28	8.53	15.52	2.15	7.218604651	1
chr13	47295310	47295810	intragenic_si_2527	0.000244031	24	3.493107499	11.01	9.39	5.19	3.49	6.1	3.94	6.27	10.49	11.01	3.49	3.154727794	1
chr13	48647313	48647813	intergenic_bi_2899	0.011607466	24	8.817621561	46.05	32.09	22.16	26.45	16.7	23.91	38.14	34.43	46.05	16.7	2.75748503	1
chr13	49285269	49285769	intragenic_si_2538	0.011607466	24	8.068088373	41.05	35.61	11.58	13.37	23.52	36.27	33.38	39.35	41.05	11.58	3.544905009	1
chr13	49285721	49286221	intragenic_si_2539	0.011607466	24	13.24411001	51.06	43.83	14.77	18.89	26.03	43.36	27.1	44.76	51.06	14.77	3.457007448	1
chr13	52152739	52153239	intergenic_si_5837	0.011607466	24	2.177888886	5.01	4.3	0.2	1.45	0	2.63	0.5	3.28	5.01	0.01	501	1
chr13	53070167	53070667	intragenic_bi_2999	1.77E-05	24	3.019345956	18.52	5.48	4.99	1.16	3.05	3.15	7.28	16.07	18.52	1.16	15.96551724	1
chr13	53071971	53072471	intragenic_si_2550	0.002024057	24	5.94676803	53.06	25.44	27.75	14.39	20.29	22.34	25.6	48.69	53.06	14.39	3.687282835	1
chr13	59933763	59934263	intergenic_bi_2980	0.002024057	24	17.85444622	42.05	36	9.78	3.92	9.16	22.86	21.33	28.2	42.05	3.92	10.72704082	1
chr13	60225575	60226075	intergenic_bi_2983	0.002024057	24	3.988082246	19.02	12.13	13.97	7.41	7.36	2.89	12.05	8.36	19.02	2.89	6.581314879	1
chr13	60580766	60581266	intergenic_si_5953	0.002024057	24	8.308504679	28.53	11.35	1.2	1.74	6.82	16.29	18.57	18.03	28.53	1.2	23.775	1
chr13	60581163	60581663	intergenic_bi_2985	0.002024057	24	13.42088671	49.06	17.22	1.6	3.2	15.62	26.28	33.63	28.85	49.06	1.6	30.6625	1
chr13	60581523	60582023	intergenic_bi_2986	0.002024057	24	12.98955157	50.06	19.57	1	2.76	14	24.44	32.37	26.72	50.06	1	50.06	1
chr13	60581711	60582211	intergenic_bi_2987	0.002024057	24	13.16632827	52.06	18.39	1	2.91	14	23.91	32.62	25.58	52.06	1	52.06	1
chr13	60598896	60599396	intergenic_bi_2988	0.000244031	24	25.45584412	60.07	24.26	0.6	3.78	6.46	25.75	35.13	42.46	60.07	0.6	100.1166667	1
chr13	60599460	60599960	intergenic_si_5955	0.000244031	24	20.64751801	41.55	16.83	0.2	1.6	1.62	17.34	24.84	30.82	41.55	0.2	207.75	1
chr13	60599870	60600370	intergenic_si_5956	0.000244031	24	7.905453814	23.03	5.48	0	0.15	0.72	6.57	9.54	16.07	23.03	0.01	2303	1
chr13	60600709	60601209	intergenic_si_5957	0.000244031	24	9.701505038	25.53	12.13	0.2	0.15	1.44	6.83	8.53	15.41	25.53	0.15	170.2	1
chr13	60609413	60609913	intergenic_bi_2989	0.011607466	23	6.847150664	18.52	12.13	1.4	2.03	4.67	14.72	15.31	14.1	18.52	1.4	13.22857143	1
chr13	60675307	60675807	intergenic_bi_2990	0.002024057	24	6.045762979	16.02	9	0.4	1.45	1.08	8.67	2.51	10	16.02	0.4	40.05	1
chr13	64450738	64451238	intergenic_si_5985	0.000244031	24	0.997020561	5.01	3.91	2.2	1.45	1.97	1.58	2.76	2.79	5.01	1.45	3.455172414	1
chr13	64487284	64487784	intergenic_bi_3011	0.011607466	24	4.921463197	27.53	21.13	14.17	5.67	5.92	19.18	20.83	18.03	27.53	5.67	4.855379189	1
chr13	64502144	64502644	intergenic_bi_3014	0.011607466	24	32.9299628	113.13	89.61	48.71	19.62	49.01	45.73	106.9	92.3	113.13	19.62	5.766055046	1
chr13	65342464	65342964	intergenic_bi_3018	0.002024057	24	4.985102807	80.59	71.61	71.86	60.31	64.81	53.08	70.77	70.83	80.59	53.08	1.518274303	1
chr13	75576286	75576786	intergenic_si_6105	0.000244031	24	5.762920267	40.55	35.61	34.13	27.46	25.13	22.07	31.87	30.99	40.55	22.07	1.83733575	1
chr13	75576543	75577043	intergenic_bi_3059	0.000244031	24	7.261986643	45.05	39.91	38.93	29.64	28.73	27.07	38.39	33.61	45.05	27.07	1.664203916	1
chr13	75790095	75790595	intergenic_si_6108	0.011607466	24	5.791204538	17.02	9.39	5.79	3.49	7.72	3.94	14.3	12.13	17.02	3.49	4.876790831	1
chr13	81025115	81025615	intragenic_si_2650	1.77E-05	24	2.411234124	13.52	9.78	7.59	7.27	4.13	6.83	10.29	10.49	13.52	4.13	3.273607748	1
chr13	97752773	97753273	intergenic_si_6213	5.97E-07	24	24.52953424	89.6	75.92	57.89	43.16	41.11	55.19	80.3	88.2	89.6	41.11	2.179518365	1
chr13	97752888	97753388	intergenic_bi_3108	1.77E-05	24	48.47924092	170.2	159.66	121.77	81.23	83.48	85.41	139.53	141.49	170.2	81.23	2.095284993	1
chr13	97753250	97753750	intergenic_bi_3109	0.000244031	24	92.90675998	388.45	361.97	266.89	206.35	213.82	228.1	322.46	306.42	388.45	206.35	1.882481221	1
chr13	98070104	98070604	intergenic_bi_3114	1.77E-05	24	5.72049386	24.03	16.83	11.18	6.98	4.85	9.46	15.56	13.12	24.03	4.85	4.954639175	1
