chr	start	end	ID	strand*
chr1	132660640	132661140	intergenic_bi_343	+
chr1	132663403	132663903	intergenic_bi_344	+
chr1	132663616	132664116	intergenic_si_754	-
chr1	132672019	132672519	intergenic_si_755	+
chr1	132694545	132695045	intergenic_bi_345	+
chr1	132694748	132695248	intergenic_bi_346	+
chr1	132695050	132695550	intergenic_si_757	+
chr1	132718706	132719206	intergenic_bi_347	+
chr1	132725146	132725646	intragenic_bi_365	-
chr1	132726477	132726977	intragenic_si_337	-
chr1	132726765	132727265	intragenic_bi_366	-
chr1	132728685	132729185	intragenic_si_338	-
chr1	132731357	132731857	intragenic_si_339	-
chr1	132731699	132732199	intragenic_bi_367	-
chr1	132737661	132738161	intragenic_bi_368	-
chr1	132986249	132986749	intragenic_si_340	+
chr1	132986644	132987144	intragenic_si_341	+
chr1	132987938	132988438	intragenic_si_342	+
chr1	132989318	132989818	intragenic_si_343	+
chr1	132990434	132990934	intragenic_si_344	+
chr1	132991944	132992444	intragenic_si_345	+
chr1	133022428	133022928	intergenic_bi_349	+
chr1	133022629	133023129	intragenic_si_347	+
chr1	133022651	133023151	intergenic_bi_350	+
chr1	133110810	133111310	intragenic_si_348	+
chr1	133139222	133139722	intragenic_bi_370	+
chr1	133171401	133171901	intragenic_bi_372	+
chr1	133171860	133172360	intragenic_si_349	+
chr1	133181852	133182352	intragenic_si_350	+
chr1	133443527	133444027	intergenic_bi_354	+
chr1	133511215	133511715	intergenic_si_768	-
chr1	133516022	133516522	intergenic_si_769	+
chr1	133814082	133814582	intragenic_si_354	-
chr1	133841756	133842256	intergenic_si_773	+
chr1	133860706	133861206	intragenic_bi_375	-
chr1	133865499	133865999	intragenic_bi_376	-
chr1	133868995	133869495	intragenic_bi_377	-
chr1	133869582	133870082	intragenic_si_358	-
chr1	133870633	133871133	intragenic_si_359	-
chr1	133882906	133883406	intergenic_si_775	+
chr1	133883626	133884126	intergenic_si_776	+
chr1	133884317	133884817	intergenic_si_777	+
chr1	133886620	133887120	intergenic_bi_358	+
chr1	133886824	133887324	intergenic_bi_359	+
chr1	133886984	133887484	intergenic_bi_360	+
chr1	133888657	133889157	intergenic_si_780	-
chr1	133889263	133889763	intergenic_bi_361	+
chr1	133889956	133890456	intergenic_si_781	+
chr1	133907226	133907726	intragenic_si_360	-
chr1	134022534	134023034	intragenic_bi_380	+
chr1	134034451	134034951	intragenic_si_362	+
chr1	134230298	134230798	intragenic_bi_382	-
chr1	134234436	134234936	intergenic_bi_366	+
chr1	134234606	134235106	intergenic_si_789	+
chr1	134259421	134259921	intragenic_si_365	+
chr1	134284453	134284953	intragenic_bi_383	+
chr1	134285325	134285825	intragenic_bi_384	+
chr1	134416240	134416740	intragenic_bi_386	+
chr1	134483261	134483761	intragenic_si_367	+
chr1	134930196	134930696	intergenic_si_797	+
chr1	134930782	134931282	intergenic_si_798	-
chr1	134969790	134970290	intragenic_si_370	-
chr1	134969946	134970446	intragenic_bi_388	-
chr1	134999843	135000343	intragenic_bi_389	-
chr1	135000399	135000899	intragenic_si_371	-
chr1	135014708	135015208	intergenic_bi_369	+
chr1	135015092	135015592	intergenic_bi_370	+
chr1	135016582	135017082	intergenic_bi_371	+
chr1	135017767	135018267	intergenic_si_802	-
chr1	135020696	135021196	intergenic_bi_372	+
chr1	135023926	135024426	intergenic_si_804	-
chr1	135025634	135026134	intergenic_si_805	+
chr1	135029483	135029983	intragenic_si_373	-
chr1	135030572	135031072	intragenic_bi_391	-
chr1	135123425	135123925	intergenic_si_809	-
chr1	135133568	135134068	intergenic_si_810	+
chr1	135137442	135137942	intergenic_si_811	+
chr1	135175089	135175589	intragenic_si_374	-
chr1	135184423	135184923	intragenic_bi_392	-
chr1	135225507	135226007	intragenic_bi_394	-
chr1	135244262	135244762	intergenic_bi_375	+
chr1	135258019	135258519	intragenic_bi_395	-
chr1	135263397	135263897	intragenic_si_376	-
chr1	135263744	135264244	intragenic_bi_397	-
chr1	135264166	135264666	intragenic_si_377	-
chr1	135267947	135268447	intragenic_si_378	-
chr1	135268626	135269126	intragenic_bi_398	-
chr1	135279008	135279508	intragenic_bi_399	+
chr1	135279734	135280234	intragenic_bi_400	+
chr1	135314724	135315224	intragenic_bi_401	+
chr1	135389885	135390385	intergenic_bi_376	+
chr1	135560967	135561467	intergenic_bi_378	+
chr1	135561596	135562096	intergenic_si_823	-
chr1	135562376	135562876	intergenic_si_824	+
chr1	135582265	135582765	intragenic_bi_402	+
chr1	135590667	135591167	intergenic_bi_379	+
chr1	135779067	135779567	intergenic_si_827	-
chr1	135788014	135788514	intergenic_bi_380	+
chr1	135814492	135814992	intragenic_bi_403	+
chr1	135814658	135815158	intragenic_bi_404	+
chr1	135829723	135830223	intergenic_si_829	+
chr1	135830296	135830796	intergenic_bi_381	+
chr1	135830894	135831394	intergenic_bi_382	+
chr1	135833495	135833995	intergenic_si_831	+
chr1	135845730	135846230	intergenic_si_838	+
chr1	135850481	135850981	intergenic_si_839	-
chr1	135957335	135957835	intergenic_bi_383	+
chr1	135960275	135960775	intergenic_bi_384	+
chr1	135961799	135962299	intergenic_bi_385	+
chr1	135968288	135968788	intergenic_si_841	+
chr1	135969147	135969647	intergenic_si_842	-
chr1	135974053	135974553	intragenic_si_382	+
chr1	135983715	135984215	intergenic_si_844	-
chr1	135989459	135989959	intergenic_bi_387	+
chr1	135990392	135990892	intergenic_si_845	-
chr1	135990615	135991115	intergenic_bi_388	+
chr1	135994850	135995350	intergenic_bi_389	+
chr1	135995683	135996183	intergenic_bi_390	+
chr1	136117708	136118208	intragenic_bi_405	+
chr1	136118612	136119112	intragenic_si_383	+
chr1	136129284	136129784	intragenic_bi_406	+
chr1	136129701	136130201	intragenic_si_385	+
chr1	136133970	136134470	intergenic_bi_391	+
chr1	136392528	136393028	intragenic_si_390	-
chr1	136453397	136453897	intergenic_bi_399	+
chr1	137066060	137066560	intergenic_bi_401	+
chr1	137177245	137177745	intragenic_bi_414	+
chr1	137179013	137179513	intragenic_si_394	+
chr1	137207590	137208090	intragenic_bi_415	+
chr1	137207869	137208369	intragenic_si_396	+
chr1	137717501	137718001	intragenic_bi_421	-
chr1	137718660	137719160	intragenic_si_398	-
chr1	138031569	138032069	intragenic_bi_422	-
chr1	138033533	138034033	intragenic_bi_423	-
chr1	138036411	138036911	intragenic_bi_424	-
chr1	138036583	138037083	intragenic_bi_425	-
chr1	138036768	138037268	intragenic_bi_426	-
chr1	138037876	138038376	intragenic_si_402	-
chr1	138434848	138435348	intergenic_bi_406	+
chr1	138438191	138438691	intergenic_bi_407	+
chr1	138525831	138526331	intragenic_si_404	-
chr1	138551833	138552333	intergenic_si_875	+
chr1	138566485	138566985	intergenic_si_876	-
chr1	138581783	138582283	intergenic_si_878	-
chr1	138582953	138583453	intergenic_bi_409	+
chr1	138589024	138589524	intergenic_si_880	+
chr1	138589853	138590353	intergenic_bi_410	+
chr1	138591174	138591674	intergenic_si_882	+
chr1	138737627	138738127	intergenic_si_884	-
chr1	138738019	138738519	intergenic_si_885	-
chr1	138791230	138791730	intragenic_si_405	+
chr1	138806626	138807126	intragenic_si_406	+
chr1	138811867	138812367	intragenic_si_407	+
chr1	138826219	138826719	intragenic_si_408	+
chr1	138842562	138843062	intragenic_bi_432	+
chr1	138843249	138843749	intragenic_si_410	+
chr1	138843781	138844281	intragenic_si_411	+
chr1	138844062	138844562	intragenic_si_412	+
chr1	138854200	138854700	intragenic_bi_434	+
chr1	138862817	138863317	intergenic_si_886	-
chr1	138863187	138863687	intergenic_bi_412	+
chr1	138906659	138907159	intergenic_si_888	+
chr1	138907096	138907596	intergenic_bi_413	+
chr1	138917014	138917514	intergenic_si_890	+
chr1	140106213	140106713	intergenic_si_892	+
chr1	140514454	140514954	intragenic_bi_437	+
chr1	140809823	140810323	intergenic_si_900	-
chr1	140824982	140825482	intergenic_bi_416	+
chr1	140825379	140825879	intergenic_si_902	-
chr1	141555225	141555725	intergenic_si_942	-
chr1	141556093	141556593	intergenic_si_943	-
chr1	141557374	141557874	intergenic_si_944	-
chr1	141911264	141911764	intragenic_bi_442	+
chr1	141913021	141913521	intragenic_bi_443	+
chr1	142077325	142077825	intragenic_bi_445	+
chr1	142161701	142162201	intragenic_si_416	-
chr1	142303139	142303639	intragenic_si_417	-
chr1	142305999	142306499	intragenic_bi_447	-
chr1	152971041	152971541	intergenic_si_1037	+
chr1	152974037	152974537	intergenic_si_1038	-
chr1	152975332	152975832	intergenic_si_1039	-
chr1	152977212	152977712	intergenic_bi_427	+
chr1	152978230	152978730	intergenic_si_1041	+
chr1	152978376	152978876	intergenic_bi_428	+
chr1	152978882	152979382	intergenic_si_1042	+
chr1	152979738	152980238	intergenic_bi_429	+
chr1	152982970	152983470	intergenic_si_1044	+
chr1	152998198	152998698	intergenic_bi_430	+
chr1	153000385	153000885	intergenic_bi_431	+
chr1	153005272	153005772	intergenic_si_1052	-
chr1	153013141	153013641	intergenic_si_1053	+
chr1	153014348	153014848	intergenic_bi_432	+
chr1	153024713	153025213	intergenic_si_1055	+
chr1	153111867	153112367	intergenic_si_1057	-
chr1	153117642	153118142	intergenic_si_1058	+
chr1	153175735	153176235	intergenic_si_1060	-
chr1	153180115	153180615	intergenic_si_1061	-
chr1	153185949	153186449	intergenic_bi_434	+
chr1	153188057	153188557	intergenic_bi_435	+
chr1	153188456	153188956	intergenic_bi_436	+
chr1	153189903	153190403	intergenic_si_1064	+
chr1	153190044	153190544	intergenic_bi_437	+
chr1	153599964	153600464	intergenic_si_1072	+
chr1	153600524	153601024	intergenic_si_1073	+
chr1	153794497	153794997	intragenic_si_423	+
chr1	154469733	154470233	intragenic_si_428	+
chr1	154469907	154470407	intragenic_bi_454	+
chr1	154532261	154532761	intergenic_si_1077	-
chr1	154751456	154751956	intergenic_bi_450	+
chr1	154912924	154913424	intragenic_si_430	-
chr1	154920560	154921060	intragenic_si_431	-
chr1	155748503	155749003	intragenic_si_436	-
chr1	155881172	155881672	intergenic_si_1095	+
chr1	155996071	155996571	intergenic_si_1097	+
chr1	156897252	156897752	intergenic_bi_456	+
chr1	156911198	156911698	intragenic_si_438	+
chr1	156921956	156922456	intragenic_bi_459	+
chr1	157655371	157655871	intragenic_si_441	+
chr1	157656797	157657297	intragenic_bi_461	+
chr1	157656931	157657431	intragenic_bi_462	+
chr1	157673016	157673516	intergenic_bi_461	+
chr1	157673857	157674357	intergenic_bi_462	+
chr1	157920243	157920743	intergenic_bi_465	+
chr1	158545683	158546183	intragenic_bi_469	-
chr1	158587751	158588251	intragenic_bi_470	+
chr1	158590022	158590522	intragenic_bi_471	+
chr1	158908753	158909253	intergenic_bi_469	+
chr1	158943007	158943507	intergenic_si_1114	+
chr1	158943369	158943869	intergenic_bi_470	+
chr1	159006575	159007075	intergenic_si_1116	+
chr1	159010146	159010646	intergenic_bi_471	+
chr1	159184188	159184688	intragenic_bi_476	+
chr1	159185770	159186270	intragenic_si_450	+
chr1	159374987	159375487	intergenic_bi_472	+
chr1	159378605	159379105	intergenic_si_1122	-
chr1	159380140	159380640	intergenic_bi_473	+
chr1	159433104	159433604	intergenic_si_1124	+
chr1	159457922	159458422	intragenic_si_452	-
chr1	161976922	161977422	intragenic_si_453	-
chr1	162144437	162144937	intergenic_si_1132	+
chr1	162715829	162716329	intragenic_si_455	+
chr1	162910001	162910501	intragenic_bi_486	-
chr1	162910620	162911120	intragenic_bi_487	-
chr1	162911473	162911973	intragenic_si_459	-
chr1	162916635	162917135	intragenic_si_460	-
chr1	162916975	162917475	intragenic_si_461	-
chr1	162917134	162917634	intragenic_bi_488	-
chr1	162917291	162917791	intragenic_bi_489	-
chr1	162918658	162919158	intragenic_si_462	-
chr1	162919385	162919885	intragenic_bi_490	-
chr1	162936312	162936812	intergenic_si_1135	+
chr1	163006202	163006702	intragenic_bi_491	-
chr1	163126130	163126630	intergenic_si_1136	-
chr1	163178262	163178762	intragenic_si_464	+
chr1	163179553	163180053	intragenic_bi_494	+
chr1	163188300	163188800	intergenic_si_1139	+
chr1	163196881	163197381	intergenic_si_1140	+
chr1	163198156	163198656	intergenic_si_1141	+
chr1	163199035	163199535	intergenic_si_1142	-
chr1	163199236	163199736	intergenic_bi_484	+
chr1	164793612	164794112	intragenic_si_467	+
chr1	164794149	164794649	intragenic_bi_500	+
chr1	164794310	164794810	intragenic_si_468	+
chr1	164794722	164795222	intragenic_si_469	+
chr1	165861309	165861809	intragenic_bi_504	-
chr1	166079142	166079642	intragenic_bi_505	-
chr1	166085005	166085505	intragenic_bi_508	-
chr1	166088692	166089192	intragenic_si_474	-
chr1	166092858	166093358	intragenic_bi_509	-
chr1	166150257	166150757	intragenic_bi_510	-
chr1	166165198	166165698	intergenic_bi_492	+
chr1	166166155	166166655	intergenic_bi_493	+
chr1	166177461	166177961	intergenic_si_1166	+
chr1	166180490	166180990	intragenic_si_476	-
chr1	166181506	166182006	intragenic_bi_512	-
chr1	166182652	166183152	intragenic_si_478	-
chr1	166341428	166341928	intragenic_bi_515	-
chr1	166345390	166345890	intragenic_bi_516	-
chr1	166350702	166351202	intragenic_bi_517	-
chr1	166384756	166385256	intragenic_si_481	+
chr1	166389604	166390104	intergenic_bi_497	+
chr1	166633645	166634145	intergenic_bi_498	+
chr1	166717903	166718403	intergenic_bi_499	+
chr1	166828739	166829239	intergenic_si_1171	+
chr1	167159651	167160151	intragenic_bi_519	+
chr1	167159927	167160427	intragenic_si_483	+
chr1	167393020	167393520	intragenic_si_487	-
chr1	167546094	167546594	intragenic_si_488	+
chr1	167548213	167548713	intragenic_bi_524	+
chr1	167571520	167572020	intergenic_bi_503	+
chr1	167572344	167572844	intergenic_bi_504	+
chr1	167573198	167573698	intergenic_si_1179	-
chr1	167574422	167574922	intergenic_si_1180	-
chr1	167636034	167636534	intragenic_si_489	+
chr1	167647861	167648361	intergenic_bi_505	+
chr1	167648840	167649340	intergenic_si_1182	-
chr1	167690528	167691028	intergenic_si_1183	+
chr1	167695259	167695759	intragenic_si_491	-
chr1	167696100	167696600	intragenic_si_492	-
chr1	167696422	167696922	intragenic_si_493	-
chr1	167697253	167697753	intragenic_si_494	-
chr1	167699257	167699757	intragenic_si_495	-
chr1	167700338	167700838	intragenic_si_496	-
chr1	167931137	167931637	intragenic_si_498	+
chr1	168209288	168209788	intragenic_bi_527	-
chr1	168223178	168223678	intragenic_si_499	-
chr1	169237006	169237506	intergenic_si_1188	-
chr1	172627143	172627643	intergenic_si_1205	-
chr1	172813099	172813599	intragenic_si_505	+
chr1	172833410	172833910	intergenic_si_1208	-
chr1	172902909	172903409	intragenic_bi_537	+
chr1	172904195	172904695	intragenic_bi_538	+
chr1	172928368	172928868	intergenic_bi_520	+
chr1	172968225	172968725	intergenic_bi_521	+
chr1	172973889	172974389	intergenic_si_1214	-
chr1	172974741	172975241	intergenic_bi_522	+
chr1	173039698	173040198	intergenic_bi_524	+
chr1	173041401	173041901	intergenic_bi_525	+
chr1	173041986	173042486	intergenic_si_1218	-
chr1	173043910	173044410	intergenic_bi_526	+
chr1	173082082	173082582	intragenic_si_508	-
chr1	173094242	173094742	intergenic_si_1220	+
chr1	173098920	173099420	intergenic_bi_527	+
chr1	173101199	173101699	intragenic_si_509	+
chr1	173133540	173134040	intergenic_si_1222	+
chr1	173133847	173134347	intergenic_bi_528	+
chr1	173134011	173134511	intergenic_si_1223	-
chr1	173134120	173134620	intergenic_bi_529	+
chr1	173134333	173134833	intergenic_bi_530	+
chr1	173192873	173193373	intergenic_si_1229	-
chr1	173253235	173253735	intergenic_si_1234	-
chr1	173254917	173255417	intergenic_si_1235	-
chr1	173257394	173257894	intergenic_si_1236	-
chr1	173369219	173369719	intragenic_bi_557	-
chr1	173431450	173431950	intergenic_si_1245	+
chr1	173431958	173432458	intergenic_si_1246	-
chr1	174072636	174073136	intergenic_si_1255	+
chr1	174240165	174240665	intragenic_bi_563	-
chr1	174431771	174432271	intragenic_si_523	-
chr1	174442975	174443475	intergenic_si_1261	+
chr1	174456854	174457354	intragenic_si_524	-
chr1	174580574	174581074	intergenic_si_1263	+
chr1	174581659	174582159	intergenic_si_1264	-
chr1	174582181	174582681	intergenic_bi_543	+
chr1	174582328	174582828	intergenic_bi_544	+
chr1	174629852	174630352	intragenic_bi_568	-
chr1	174630695	174631195	intragenic_si_527	-
chr1	174631687	174632187	intragenic_si_528	-
chr1	174635081	174635581	intergenic_si_1266	+
chr1	174636392	174636892	intergenic_si_1267	-
chr1	174640713	174641213	intergenic_si_1268	+
chr1	174714816	174715316	intergenic_si_1299	+
chr1	174715277	174715777	intergenic_si_1300	+
chr1	174715913	174716413	intergenic_bi_546	+
chr1	174920182	174920682	intergenic_si_1325	-
chr1	176672732	176673232	intragenic_bi_570	-
chr1	176678669	176679169	intragenic_si_529	-
chr1	176889986	176890486	intergenic_si_1329	-
chr1	177532253	177532753	intragenic_si_530	+
chr1	177553728	177554228	intragenic_bi_572	-
chr1	177559353	177559853	intragenic_bi_574	-
chr1	177563699	177564199	intragenic_si_533	-
chr1	177576941	177577441	intragenic_bi_576	-
chr1	178741307	178741807	intergenic_si_1340	-
chr1	178743133	178743633	intergenic_bi_550	+
chr1	178743276	178743776	intergenic_bi_551	+
chr1	178748339	178748839	intragenic_si_535	-
chr1	178748866	178749366	intragenic_bi_578	-
chr1	178756310	178756810	intragenic_si_537	-
chr1	179384015	179384515	intergenic_si_1344	-
chr1	180245060	180245560	intragenic_si_538	+
chr1	180298948	180299448	intergenic_bi_559	+
chr1	180299378	180299878	intergenic_bi_560	+
chr1	181512173	181512673	intragenic_si_540	-
chr1	181735804	181736304	intergenic_bi_564	+
chr1	181766082	181766582	intergenic_si_1363	+
chr1	181766474	181766974	intergenic_si_1364	+
chr1	181777804	181778304	intergenic_si_1365	+
chr1	181889327	181889827	intergenic_bi_565	+
chr1	182105691	182106191	intragenic_si_542	+
chr1	182121679	182122179	intragenic_si_543	+
chr1	182136156	182136656	intergenic_si_1374	-
chr1	182140143	182140643	intergenic_si_1375	+
chr1	182141036	182141536	intergenic_si_1376	+
chr1	182142278	182142778	intergenic_si_1377	-
chr1	182145065	182145565	intergenic_si_1378	+
chr1	182146941	182147441	intergenic_si_1379	+
chr1	182148234	182148734	intergenic_si_1380	-
chr1	182150893	182151393	intergenic_bi_571	+
chr1	182151017	182151517	intergenic_bi_572	+
chr1	182151164	182151664	intergenic_si_1382	+
chr1	182152046	182152546	intergenic_bi_573	+
chr1	182155913	182156413	intragenic_bi_593	+
chr1	182158377	182158877	intragenic_si_547	+
chr1	182167725	182168225	intragenic_si_548	+
chr1	182192041	182192541	intergenic_si_1384	+
chr1	182195462	182195962	intergenic_si_1385	+
chr1	182209737	182210237	intergenic_si_1386	+
chr1	182317503	182318003	intragenic_bi_597	-
chr1	182357347	182357847	intergenic_si_1389	+
chr1	182644081	182644581	intergenic_si_1393	+
chr1	182645224	182645724	intergenic_si_1394	+
chr1	182650070	182650570	intergenic_si_1395	-
chr1	182698276	182698776	intergenic_bi_576	+
chr1	182698409	182698909	intergenic_bi_577	+
chr1	182698616	182699116	intergenic_si_1401	-
chr1	182707642	182708142	intergenic_si_1402	+
chr1	182708254	182708754	intergenic_bi_578	+
chr1	182741682	182742182	intragenic_si_550	+
chr1	182778154	182778654	intergenic_bi_580	+
chr1	182866789	182867289	intragenic_si_552	-
chr1	182910495	182910995	intergenic_si_1411	+
chr1	182910638	182911138	intergenic_bi_583	+
chr1	182913122	182913622	intergenic_si_1412	-
chr1	182913998	182914498	intergenic_si_1413	-
chr1	182916641	182917141	intergenic_si_1414	-
chr1	182917179	182917679	intergenic_si_1415	-
chr1	182935501	182936001	intragenic_si_553	+
chr1	182939786	182940286	intragenic_si_554	+
chr1	182944792	182945292	intragenic_si_555	+
chr1	182945565	182946065	intragenic_si_556	+
chr1	182950547	182951047	intergenic_bi_585	+
chr1	182951234	182951734	intergenic_bi_586	+
chr1	182965526	182966026	intergenic_si_1417	+
chr1	182966198	182966698	intergenic_bi_587	+
chr1	182966383	182966883	intergenic_bi_588	+
chr1	182967710	182968210	intergenic_bi_589	+
chr1	183140554	183141054	intragenic_bi_603	+
chr1	183183946	183184446	intergenic_si_1441	-
chr1	183185819	183186319	intergenic_bi_593	+
